description,amount,is_recurring,source,month,account_type,debit_credit
capital introduced by shareholder reference 80962,287993.26,0,Bank,9,equity,debit
marketing campaign expense reference 29243,322672.86,1,Manual,3,expense,debit
short term borrowing reference 15755,149504.49,0,Excel,5,liability,credit
accounts payable recorded reference 87805,354743.53,1,Manual,12,liability,credit
service revenue received reference 48572,232468.61,1,CSV,10,revenue,credit
office furniture purchase reference 15736,404793.92,0,Excel,7,asset,debit
client payment for consulting services reference 69043,164092.28,0,Bank,11,revenue,credit
office furniture purchase reference 86028,16504.27,0,Manual,10,asset,debit
equipment acquisition reference 93575,111439.34,0,Manual,11,asset,debit
client payment for consulting services reference 10675,168396.92,0,Bank,11,revenue,credit
retained earnings transfer reference 36140,81656.46,0,CSV,11,equity,credit
subscription revenue reference 19833,295521.72,0,Excel,5,revenue,credit
sales collection reference 12200,110468.87,0,CSV,7,revenue,credit
shareholder contribution reference 51724,133123.58,0,Excel,6,equity,credit
retained earnings transfer reference 55420,296689.32,0,Bank,3,equity,debit
accounts receivable created reference 77360,435264.4,1,CSV,1,asset,debit
additional equity contribution reference 90673,216356.16,0,Excel,11,equity,credit
owner investment into business reference 13455,281919.02,0,Bank,8,equity,credit
owner investment into business reference 37682,219008.71,0,Excel,4,equity,credit
accounts payable recorded reference 22677,482675.57,0,Manual,10,liability,credit
retained earnings transfer reference 39701,25276.54,1,Bank,6,equity,credit
equipment acquisition reference 48858,111358.18,0,CSV,9,asset,debit
vendor credit purchase reference 41719,241186.23,0,Bank,10,liability,credit
salary payable recorded reference 94609,469973.88,1,PDF,7,liability,credit
insurance expense reference 69403,378283.65,1,Bank,10,expense,debit
vendor credit purchase reference 65977,213750.72,0,CSV,12,liability,credit
security deposit paid reference 79543,141922.64,0,Manual,6,asset,debit
loan repayment liability reference 55932,399983.8,0,PDF,8,liability,credit
product sales receipt reference 37489,282349.72,0,CSV,2,revenue,credit
additional equity contribution reference 63805,66446.26,0,Bank,8,equity,credit
product sales receipt reference 14699,46767.59,1,PDF,12,revenue,credit
purchase of machinery reference 58277,367877.02,0,Bank,6,asset,debit
owner withdrawal against equity reference 61391,453347.14,0,PDF,11,equity,credit
owner capital introduced reference 23826,447201.64,0,Excel,10,equity,credit
loan repayment liability reference 10169,315870.29,0,Bank,9,liability,credit
accounts payable recorded reference 72852,275002.32,0,Manual,2,liability,debit
purchase of office laptop reference 62566,241452.03,0,Bank,12,asset,debit
employee salary payment reference 89364,156633.42,0,PDF,5,expense,debit
client payment for consulting services reference 44726,486690.36,0,Excel,6,revenue,credit
prepaid insurance reference 68443,92521.04,0,PDF,12,asset,debit
consulting income received reference 83777,456066.88,0,PDF,6,revenue,credit
product sales receipt reference 45772,206122.02,1,CSV,10,revenue,credit
supplier payable created reference 86217,17788.03,0,Bank,8,liability,credit
office electricity bill reference 28826,489574.16,0,PDF,2,expense,debit
office supplies purchase reference 66141,312219.52,1,Manual,9,expense,debit
accounts payable recorded reference 72093,27521.79,0,Manual,8,liability,credit
inventory purchase for stock reference 82465,14826.71,0,PDF,3,asset,credit
sales collection reference 47958,33879.46,0,CSV,3,revenue,credit
shareholder contribution reference 52242,488385.39,0,Excel,1,equity,credit
sales collection reference 47463,25102.43,0,Manual,7,revenue,credit
supplier payable created reference 16071,464120.8,1,Manual,7,liability,credit
accounts receivable created reference 11714,178039.72,0,Manual,7,asset,debit
maintenance and repair expense reference 52562,385372.85,0,Bank,3,expense,debit
client payment for consulting services reference 12052,479300.33,0,Excel,10,revenue,credit
inventory purchase for stock reference 54018,296106.97,0,Excel,6,asset,credit
retained earnings transfer reference 35354,404393.32,0,Bank,11,equity,credit
employee salary payment reference 33363,225692.01,0,PDF,1,expense,debit
owner capital introduced reference 53880,499470.99,1,CSV,5,equity,credit
prepaid insurance reference 42936,49344.66,0,Bank,1,asset,debit
purchase of office laptop reference 23568,467925.68,0,Bank,9,asset,debit
salary payable recorded reference 34232,313149.06,0,Excel,10,liability,credit
monthly office rent reference 59430,440380.19,0,Bank,1,expense,debit
inventory purchase for stock reference 55945,192511.57,0,PDF,1,asset,debit
business travel expense reference 87957,406281.64,0,Excel,12,expense,debit
gst payable recorded reference 59352,41297.82,1,CSV,2,liability,credit
sales revenue from customer invoice reference 55736,218615.41,0,Bank,6,revenue,credit
insurance expense reference 82655,412779.8,1,Excel,1,expense,debit
office electricity bill reference 31808,362638.11,0,Excel,12,expense,debit
business travel expense reference 30567,19316.96,0,Excel,3,expense,credit
additional equity contribution reference 53772,153811.54,0,CSV,8,equity,credit
prepaid insurance reference 12395,30840.34,0,Bank,12,asset,debit
business loan received reference 77936,330168.71,1,Bank,7,liability,credit
consulting income received reference 90841,281701.47,0,PDF,4,revenue,credit
client payment for consulting services reference 99602,185782.49,0,Excel,5,revenue,credit
share capital contribution reference 77471,172208.6,0,Bank,6,equity,credit
gst payable recorded reference 40376,482655.1,0,Excel,3,liability,credit
inventory purchase for stock reference 84182,159036.59,0,PDF,5,asset,debit
retained earnings transfer reference 68830,499610.0,0,Excel,6,equity,credit
accounts receivable created reference 19297,62365.04,0,Bank,12,asset,debit
office furniture purchase reference 80027,224290.97,0,PDF,2,asset,debit
customer invoice settlement reference 83124,258191.5,0,Manual,7,revenue,credit
sales revenue from customer invoice reference 47596,129057.47,0,Bank,2,revenue,credit
owner withdrawal against equity reference 92028,149288.59,0,Manual,2,equity,credit
purchase of office laptop reference 26456,42666.33,0,Manual,12,asset,debit
additional equity contribution reference 84085,422064.93,0,Manual,10,equity,credit
insurance expense reference 71812,22989.63,0,Bank,1,expense,debit
consulting income received reference 68849,321307.94,0,Excel,6,revenue,credit
office supplies purchase reference 12421,261365.04,1,PDF,10,expense,debit
product sales receipt reference 97012,351977.22,1,Excel,8,revenue,credit
consulting income received reference 40802,178483.42,0,PDF,12,revenue,credit
additional equity contribution reference 50688,301767.83,0,PDF,6,equity,credit
office furniture purchase reference 63850,402165.77,0,Manual,9,asset,debit
capital introduced by shareholder reference 28429,21106.94,0,Bank,8,equity,credit
client payment for consulting services reference 15832,58085.14,0,Bank,4,revenue,credit
professional fees reference 82982,412039.55,0,Manual,3,expense,credit
internet and telecom bill reference 62966,241101.1,0,Manual,4,expense,debit
inventory purchase for stock reference 10346,208975.94,0,CSV,6,asset,debit
business travel expense reference 45252,167095.32,0,CSV,2,expense,debit
loan repayment liability reference 72735,124108.4,0,PDF,2,liability,credit
sales revenue from customer invoice reference 68167,116903.09,0,PDF,10,revenue,debit
client payment for consulting services reference 89324,317896.92,0,Excel,4,revenue,credit
product sales receipt reference 55005,13513.2,0,PDF,9,revenue,credit
shareholder contribution reference 36723,424929.05,0,Bank,12,equity,credit
office supplies purchase reference 65493,109889.89,0,Excel,12,expense,debit
loan repayment liability reference 42060,182473.53,0,Bank,8,liability,credit
office furniture purchase reference 13117,386240.35,1,Excel,11,asset,debit
consulting income received reference 39474,190042.31,0,CSV,4,revenue,debit
sales revenue from customer invoice reference 48411,450602.1,1,PDF,1,revenue,credit
purchase of office laptop reference 83552,258133.03,1,Manual,10,asset,debit
service revenue received reference 55958,313683.92,1,Bank,1,revenue,credit
internet and telecom bill reference 40262,259537.35,0,PDF,3,expense,debit
purchase of computer equipment reference 70427,416691.94,0,Excel,8,asset,debit
owner withdrawal against equity reference 73004,275330.67,0,PDF,8,equity,credit
vehicle purchase for business reference 43320,27624.82,0,Bank,10,asset,debit
accounts payable recorded reference 43401,116896.99,0,Excel,5,liability,debit
business loan received reference 84221,100165.48,0,PDF,5,liability,credit
client payment for consulting services reference 69063,18563.27,1,Bank,1,revenue,credit
shareholder contribution reference 42814,393640.05,0,PDF,12,equity,credit
service revenue received reference 44813,140380.38,0,PDF,8,revenue,credit
employee salary payment reference 77453,384497.2,0,PDF,10,expense,credit
courier and postage expense reference 79635,73997.49,0,Manual,5,expense,debit
purchase of office laptop reference 60978,42810.0,0,Bank,2,asset,debit
client payment for consulting services reference 87468,171463.4,0,Bank,5,revenue,credit
purchase of computer equipment reference 86788,360272.96,0,Manual,11,asset,debit
consulting income received reference 42516,426385.05,0,CSV,3,revenue,credit
accounts receivable created reference 26866,2771.45,1,Bank,6,asset,debit
purchase of machinery reference 49491,399197.82,0,CSV,12,asset,debit
software subscription expense reference 82330,492123.91,0,Bank,4,expense,debit
business travel expense reference 10732,316112.91,0,Bank,10,expense,debit
share capital contribution reference 91531,225179.67,1,CSV,2,equity,credit
customer invoice settlement reference 54452,309392.02,0,PDF,12,revenue,credit
salary payable recorded reference 73520,376840.19,0,PDF,6,liability,credit
office electricity bill reference 29449,202885.14,1,PDF,4,expense,debit
service revenue received reference 70556,217662.49,0,PDF,9,revenue,credit
insurance expense reference 55013,435382.62,0,Excel,1,expense,debit
retained earnings transfer reference 98982,243215.67,1,Excel,5,equity,credit
consulting income received reference 19981,44021.09,0,PDF,1,revenue,credit
owner withdrawal against equity reference 23114,494560.26,0,CSV,6,equity,credit
accounts payable recorded reference 23985,348128.92,0,Excel,8,liability,credit
customer invoice settlement reference 96820,345159.37,0,Bank,7,revenue,credit
monthly office rent reference 28172,273962.16,0,Bank,12,expense,debit
capital introduced by shareholder reference 59504,466967.7,0,PDF,2,equity,debit
security deposit paid reference 99636,240441.02,1,Excel,7,asset,debit
shareholder contribution reference 96807,471273.97,1,Manual,3,equity,credit
insurance expense reference 56695,260225.47,0,PDF,8,expense,debit
purchase of machinery reference 88934,230494.72,0,CSV,2,asset,debit
internet and telecom bill reference 92487,42945.34,0,CSV,3,expense,debit
subscription revenue reference 38654,277267.58,0,CSV,12,revenue,credit
purchase of computer equipment reference 77251,10859.39,0,PDF,7,asset,debit
shareholder contribution reference 54264,369415.62,1,Excel,4,equity,credit
accounts payable recorded reference 81451,160236.5,0,CSV,12,liability,credit
sales collection reference 84262,327927.72,0,Excel,9,revenue,debit
customer invoice settlement reference 60493,201125.75,0,PDF,7,revenue,debit
insurance expense reference 54424,309169.42,0,Bank,3,expense,debit
sales collection reference 20366,282149.27,0,CSV,1,revenue,credit
purchase of computer equipment reference 92793,15418.2,0,CSV,12,asset,debit
office furniture purchase reference 86408,201737.8,0,PDF,12,asset,debit
equipment acquisition reference 51519,485374.78,0,Manual,8,asset,debit
courier and postage expense reference 63884,145517.87,1,Bank,9,expense,debit
owner withdrawal against equity reference 44119,70333.43,0,Excel,5,equity,debit
owner capital introduced reference 70610,88227.58,0,PDF,12,equity,credit
equipment acquisition reference 66548,166903.8,0,Excel,3,asset,debit
vendor credit purchase reference 78468,491956.29,1,Excel,3,liability,debit
internet and telecom bill reference 36896,100114.22,0,Excel,2,expense,debit
